Format,Unit, ,Item ID,MDPI barcode,Title Control Number,Catalog Key,OCLC,Call Sequence,Pub Year,MARC key,Ephemera Removed,Bin Barcodes,Bin Name,Ephemera Returned,Title,Author,Library,Shelving Key,Item Type,Home Location,Current Location,Item Category 2,Cataloging date code,Pagination (300a),Illustrations (300b),Size (300c),Column1,Column2,Column3,notes,pre-prioritization group,Year,Tape base,Preservation problems,Pack deformation,Reel size,Track configuration,Sound field,Item Category 1,speed,Tape thickness,Tape stock brand,number of programs,directions recorded,Variations Record Exists,Group key,Group position,Group total,position_by_shelving_key,,NOTES,
Open Reel Audio Tape,B-AAAMC,TP-S .A3132 91-10-30 v. 2,39000018304811,40000001200650,ACB2734BM,206555,25185064,3,1991,224639,x,40000000012437,ML-OR-132,,ARTIST DIPLOMA RECITAL,AKAHOSHI OLE,B-MUSIC,TP-S .A3132 91-10-30 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACB2734BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A3132 91-2-27 v. 1,30000002988271,40000001200643,ABH7220BM,125839,24456289,2,1991,132231,x,40000000012437,ML-OR-132,,ARTIST DIPLOMA RECITAL,AKAHOSHI OLE,B-MUSIC,TP-S .A3132 91-2-27 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABH7220BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A3132 91-2-27 v. 2,30000002988263,40000001200635,ABH7220BM,125839,24456289,3,1991,132231,x,40000000012437,ML-OR-132,,ARTIST DIPLOMA RECITAL,AKAHOSHI OLE,B-MUSIC,TP-S .A3132 91-2-27 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1991,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ABH7220BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A3132 92-4-2 v. 1,30000026694251,40000001200783,ACL0999BM,253402,25745915,2,1992,275714,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,AKAHOSHI OLE,B-MUSIC,TP-S .A3132 92-4-2 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACL0999BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A3132 92-4-2 v. 2,30000026694269,40000001200775,ACL0999BM,253402,25745915,3,1992,275714,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,AKAHOSHI OLE,B-MUSIC,TP-S .A3132 92-4-2 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACL0999BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A3132 92-4-2 v. 3,30000026694277,40000001200767,ACL0999BM,253402,25745915,4,1992,275714,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,AKAHOSHI OLE,B-MUSIC,TP-S .A3132 92-4-2 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACL0999BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A3413 88-4-11 v. 1,30000036007023,40000001200759,BFJ8128BM,2072057,18386605,2,1988,2182115,x,40000000012452,ML-OR-134,,GRADUATE RECITAL,ALBRECHT JUDITH ANN,B-MUSIC,TP-S .A3413 88-4-11 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1988,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.0 mil,Scotch 227,1,1,,BFJ8128BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A3413 88-4-11 v. 2,30000036007031,40000001200742,BFJ8128BM,2072057,18386605,3,1988,2182115,x,40000000012452,ML-OR-134,,GRADUATE RECITAL,ALBRECHT JUDITH ANN,B-MUSIC,TP-S .A3413 88-4-11 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1988,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.0 mil,Scotch 227,1,1,,BFJ8128BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A345 89-12-4 v. 1,30000036007346,40000001200734,AAM9322BM,42941,21922782,3,1989,46522,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,ALBULESCU EUGENE 001970,B-MUSIC,TP-S .A345 89-12-4 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAM9322BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A345 89-12-4 v. 2,32000003365709,40000001200726,AAM9322BM,42941,21922782,2,1989,46522,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,ALBULESCU EUGENE 001970,B-MUSIC,TP-S .A345 89-12-4 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAM9322BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A345 90-3-29 v. 1,32000003370949,40000001200718,AAP4063BM,47207,21986829,2,1990,51039,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,ALBULESCU EUGENE 001970,B-MUSIC,TP-S .A345 90-3-29 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAP4063BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A345 90-3-29 v. 2,30000036007049,40000001200700,AAP4063BM,47207,21986829,3,1990,51039,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,ALBULESCU EUGENE 001970,B-MUSIC,TP-S .A345 90-3-29 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAP4063BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A3456 87-3-5 v. 1,30000036007163,40000001200692,BAF4007BM,1447993,15690603,2,1987,1544963,x,40000000012452,ML-OR-134,,SENIOR RECITAL PERFORMERS CERTIFICATE,ALCALAY EUGENE 001966,B-MUSIC,TP-S .A3456 87-3-5 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (58 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF4007BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A3456 87-3-5 v. 2,30000036007353,40000001200684,BAF4007BM,1447993,15690603,3,1987,1544963,x,40000000012452,ML-OR-134,,SENIOR RECITAL PERFORMERS CERTIFICATE,ALCALAY EUGENE 001966,B-MUSIC,TP-S .A3456 87-3-5 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (58 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF4007BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A3456 87-3-5 v. 3,30000036007056,40000001200676,BAF4007BM,1447993,15690603,4,1987,1544963,x,40000000012452,ML-OR-134,,SENIOR RECITAL PERFORMERS CERTIFICATE,ALCALAY EUGENE 001966,B-MUSIC,TP-S .A3456 87-3-5 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (58 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF4007BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A372 86-10-12 v. 1,32000007639497,,BAF3093BM,1447117,14701451,2,1986,1543900,,,,,MASTER CLASS,ALESSI JOSEPH,B-MUSIC,TP-S .A372 86-10-12 V. 1,HOUR06,_MUIUTP,LOST,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,missing,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BAF3093BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A372 86-10-12 v. 2,32000007639554,,BAF3093BM,1447117,14701451,3,1986,1543900,,,,,MASTER CLASS,ALESSI JOSEPH,B-MUSIC,TP-S .A372 86-10-12 V. 2,HOUR06,_MUIUTP,LOST,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,missing,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BAF3093BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A379 86-11-18 v. 1,30000036007361,40000001200833,BAF3664BM,1447666,15310452,2,1986,1544549,x,40000000012452,ML-OR-134,,FACULTY GUEST RECITAL,ALEXANDER STRING QUARTET,B-MUSIC,TP-S .A379 86-11-18 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels (91 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3664BM,1,4,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A379 86-11-18 v. 2,30000036007379,40000001200825,BAF3664BM,1447666,15310452,3,1986,1544549,x,40000000012452,ML-OR-134,,FACULTY GUEST RECITAL,ALEXANDER STRING QUARTET,B-MUSIC,TP-S .A379 86-11-18 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels (91 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3664BM,2,4,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A379 86-11-18 v. 3,30000036007387,40000001200817,BAF3664BM,1447666,15310452,4,1986,1544549,x,40000000012452,ML-OR-134,,FACULTY GUEST RECITAL,ALEXANDER STRING QUARTET,B-MUSIC,TP-S .A379 86-11-18 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels (91 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3664BM,3,4,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A379 86-11-18 v. 4,30000036007395,40000001200809,BAF3664BM,1447666,15310452,5,1986,1544549,x,40000000012452,ML-OR-134,,FACULTY GUEST RECITAL,ALEXANDER STRING QUARTET,B-MUSIC,TP-S .A379 86-11-18 V. 4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels (91 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3664BM,4,4,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A379 92-2-20 v. 1,30000000388649,40000001200791,ACH1865BM,237166,25745870,2,1992,258085,x,40000000012452,ML-OR-134,,GUEST RECITAL,ALEXANDER STRING QUARTET,B-MUSIC,TP-S .A379 92-2-20 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACH1865BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A379 92-2-20 v. 2,30000000388656,40000001200882,ACH1865BM,237166,25745870,3,1992,258085,x,40000000012452,ML-OR-134,,GUEST RECITAL,ALEXANDER STRING QUARTET,B-MUSIC,TP-S .A379 92-2-20 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACH1865BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A379 92-2-20 v. 3,30000000388664,40000001200874,ACH1865BM,237166,25745870,4,1992,258085,x,40000000012452,ML-OR-134,,GUEST RECITAL,ALEXANDER STRING QUARTET,B-MUSIC,TP-S .A379 92-2-20 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1992,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,ACH1865BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A411 86-11-12 v. 1,,40000001200866,,,,,,,x,40000000012452,ML-OR-135,,ARTIST DIPLOMA RECITAL,ALIGHIERI STRING QUARTET,B-MUSIC,TP-S .A411 86-11-12 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (70 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,,,0,1,1,1,,NOTE,Missing title control #
Open Reel Audio Tape,B-AAAMC,TP-S .A411 86-11-12 v. 2,30000036013419,40000001200858,BAF3663BM,1447665,15310377,2,1986,1544547,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,ALIGHIERI STRING QUARTET,B-MUSIC,TP-S .A411 86-11-12 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (70 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3663BM,1,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A411 86-11-12 v. 3,30000036007098,40000001200841,BAF3663BM,1447665,15310377,3,1986,1544547,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,ALIGHIERI STRING QUARTET,B-MUSIC,TP-S .A411 86-11-12 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels (70 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1986,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3663BM,2,2,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A411 87-3-12 v. 2,32000001045485,40000001200973,BAF4075BM,1448060,15746791,3,1987,1545048,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,ALIGHIERI STRING QUARTET,B-MUSIC,TP-S .A411 87-3-12 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (63 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.0 mil,Scotch 227,1,1,,BAF4075BM,1,1,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A415 87-11-5 v. 1,30000036007239,40000001200965,BAF5522BM,1449478,17741027,2,1987,1546678,x,40000000012452,ML-OR-134,,GRADUATE RECITAL,ALITOWSKI LIANE,B-MUSIC,TP-S .A415 87-11-5 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (51 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF5522BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A415 87-11-5 v. 2,30000036007247,40000001200957,BAF5522BM,1449478,17741027,3,1987,1546678,x,40000000012452,ML-OR-134,,GRADUATE RECITAL,ALITOWSKI LIANE,B-MUSIC,TP-S .A415 87-11-5 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (51 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF5522BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A415 87-2-16 v. 1,30000036007221,40000001200940,BAF3914BM,1447903,15623683,3,1987,1544846,x,40000000012452,ML-OR-134,,GRADUATE RECITAL,ALITOWSKI LIANE,B-MUSIC,TP-S .A415 87-2-16 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (48 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3914BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A415 87-2-16 v. 2,30000036007213,40000001200932,BAF3914BM,1447903,15623683,2,1987,1544846,x,40000000012452,ML-OR-134,,GRADUATE RECITAL,ALITOWSKI LIANE,B-MUSIC,TP-S .A415 87-2-16 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (48 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3914BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A415 89-6-17 v. 1,30000036007254,40000001200924,BGP0741BM,2187625,20389096,2,1989,2360618,x,40000000012452,ML-OR-134,,GRADUATE RECITAL,ALITOWSKI LIANE,B-MUSIC,TP-S .A415 89-6-17 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound  tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BGP0741BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A415 89-6-17 v. 2,30000036007262,40000001200916,BGP0741BM,2187625,20389096,3,1989,2360618,x,40000000012452,ML-OR-134,,GRADUATE RECITAL,ALITOWSKI LIANE,B-MUSIC,TP-S .A415 89-6-17 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound  tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BGP0741BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A429 87-1-24 v. 1,30000036007155,40000001200908,BAF3806BM,1447797,15567291,2,1987,1544709,x,40000000012452,ML-OR-134,,GRADUATE LECTURE RECITAL,ALLEN STEPHEN RICHARD 001953,B-MUSIC,TP-S .A429 87-1-24 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (55 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3806BM,1,2,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A429 87-1-24 v. 2,30000036013898,40000001200890,BAF3806BM,1447797,15567291,3,1987,1544709,x,40000000012452,ML-OR-134,,GRADUATE LECTURE RECITAL,ALLEN STEPHEN RICHARD 001953,B-MUSIC,TP-S .A429 87-1-24 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels (55 min.) :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1987,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BAF3806BM,2,2,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A481 88-6-24 v. 1,30000036013922,40000001201054,BFJ9765BM,2073354,18634052,4,1988,2183595,x,40000000012452,ML-OR-134,,PROGRAM 001988 001989 NO 000014,AMADEUS TRIO,B-MUSIC,TP-S .A481 88-6-24 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1988,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BFJ9765BM,1,3,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A481 88-6-24 v. 2,30000036013914,40000001201047,BFJ9765BM,2073354,18634052,3,1988,2183595,x,40000000012452,ML-OR-134,,PROGRAM 001988 001989 NO 000014,AMADEUS TRIO,B-MUSIC,TP-S .A481 88-6-24 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1988,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BFJ9765BM,2,3,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A481 88-6-24 v. 3,30000036013559,40000001201039,BFJ9765BM,2073354,18634052,2,1988,2183595,x,40000000012452,ML-OR-134,,PROGRAM 001988 001989 NO 000014,AMADEUS TRIO,B-MUSIC,TP-S .A481 88-6-24 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,3 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1988,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,"1.5 mil, 1.0 mil",Scotch 226/227,1,1,,BFJ9765BM,3,3,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A481 89-6-30 v. 1,30000036013591,40000001201021,BGP0900BM,2187783,20414526,5,1989,2360797,x,40000000012452,ML-OR-134,,PROGRAM 001989 001990 NO 000025,AMADEUS TRIO,B-MUSIC,TP-S .A481 89-6-30 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BGP0900BM,1,4,1,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A481 89-6-30 v. 2,30000036013583,40000001201013,BGP0900BM,2187783,20414526,4,1989,2360797,x,40000000012452,ML-OR-134,,PROGRAM 001989 001990 NO 000025,AMADEUS TRIO,B-MUSIC,TP-S .A481 89-6-30 V. 2,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BGP0900BM,2,4,2,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A481 89-6-30 v. 3,30000036013575,40000001201005,BGP0900BM,2187783,20414526,3,1989,2360797,x,40000000012452,ML-OR-134,,PROGRAM 001989 001990 NO 000025,AMADEUS TRIO,B-MUSIC,TP-S .A481 89-6-30 V. 3,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BGP0900BM,3,4,3,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A481 89-6-30 v. 4,30000036013567,40000001200999,BGP0900BM,2187783,20414526,2,1989,2360797,x,40000000012452,ML-OR-134,,PROGRAM 001989 001990 NO 000025,AMADEUS TRIO,B-MUSIC,TP-S .A481 89-6-30 V. 4,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,4 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1989,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,BGP0900BM,4,4,4,,,
Open Reel Audio Tape,B-AAAMC,TP-S .A4815 90-4-22 v. 1,30000036007494,40000001201096,AAZ9115BM,87451,22698196,2,1990,93447,x,40000000012452,ML-OR-134,,ARTIST DIPLOMA RECITAL,AMAIZE ODEKHIREN,B-MUSIC,TP-S .A4815 90-4-22 V. 1,HOUR06,_MUIUTP,_MUIUTP,REELTAPE,,2 sound tape reels :,"analog, 7 1/2 ips, 2 track, stereo. ;",7 in.,,,,,ML_I,1990,Polyester,,None,7 in.,Half track,Stereo,IUPERF,7.5 ips,1.5 mil,Scotch 226,1,1,,AAZ9115BM,1,2,1,,,
